,names,descriptions,titles,research,links,gs_names,affiliation,scholar_id,cited_by,url_pic,email_domain,nsf_id,score
182,"Wang, Guoan","Graduate Director, Electrical Engineering",Faculty,"['SwearingenRoom 3A12301 Main StreetColumbia , SC 29208']","['https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm', 'https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm', 'https://www.nsf.gov/pubs/2009/nsf09563/nsf09563.htm', 'https://www.nsf.gov/pubs/2014/nsf14514/nsf14514.htm', 'https://www.nsf.gov/pubs/2006/nsf06557/nsf06557.htm', 'https://www.nsf.gov/pubs/2009/nsf09549/nsf09549.htm', 'https://www.nsf.gov/pubs/2012/nsf12614/nsf12614.htm', 'https://www.nsf.gov/pubs/2012/nsf12510/nsf12510.htm']",Guoan Wang,University of South Carolina,jCs651wAAAAJ,1889,https://scholar.google.com/citations?view_op=medium_photo&user=jCs651wAAAAJ,@cec.sc.edu,"['nsf02189', 'nsf07598', 'nsf06587', 'nsf09563', 'nsf14514', 'nsf06557', 'nsf09549', 'nsf12614', 'nsf12510']","[0.8286739587783813, 0.7644655704498291, 0.741074800491333, 0.741074800491333, 0.7392420768737793, 0.7392420768737793, 0.7392420768737793, 0.7369005680084229, 0.7323803901672363]"
183,"Wang, Song","Professor, Research Director, Chair of the Tenure and Promotion Committee, Computer Science & Engineering",Faculty,"['Computer Vision, Image Processing, Machine Learning']","['https://www.nsf.gov/pubs/2003/nsf03602/nsf03602.htm', 'https://www.nsf.gov/pubs/2012/nsf12598/nsf12598.htm', 'https://www.nsf.gov/pubs/2020/nsf20540/nsf20540.htm', 'https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm', 'https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm', 'https://www.nsf.gov/pubs/2014/nsf14596/nsf14596.htm', 'https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm', 'https://www.nsf.gov/pubs/2015/nsf15574/nsf15574.htm']",Song Wang,"Professor of Computer Science and Engineering, University of South Carolina",eycXl_QAAAAJ,5384,https://scholar.google.com/citations?view_op=medium_photo&user=eycXl_QAAAAJ,@cec.sc.edu,"['nsf03602', 'nsf12598', 'nsf20540', 'nsf02189', 'nsf18570', 'nsf16581', 'nsf14596', 'nsf17572', 'nsf15574']","[0.8408817052841187, 0.8319144248962402, 0.8266759514808655, 0.8146804571151733, 0.8139420747756958, 0.8065309524536133, 0.8065309524536133, 0.8065309524536133, 0.8065309524536133]"
184,"Wang, Xiaofeng","Associate Professor, Electrical Engineering",Faculty,"['SwearingenRoom 3A20301 Main StreetColumbia , SC 29208']","['https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2014/nsf14514/nsf14514.htm', 'https://www.nsf.gov/pubs/2006/nsf06557/nsf06557.htm', 'https://www.nsf.gov/pubs/2009/nsf09563/nsf09563.htm', 'https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm', 'https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm', 'https://www.nsf.gov/pubs/2009/nsf09549/nsf09549.htm', 'https://www.nsf.gov/pubs/2012/nsf12614/nsf12614.htm', 'https://www.nsf.gov/pubs/2016/nsf16532/nsf16532.htm']",,,,,,,"['nsf02189', 'nsf14514', 'nsf06557', 'nsf09563', 'nsf06587', 'nsf07598', 'nsf09549', 'nsf12614', 'nsf16532']","[0.8314874172210693, 0.7677583694458008, 0.7474114298820496, 0.7474114298820496, 0.7474114298820496, 0.746553361415863, 0.746553361415863, 0.7424482107162476, 0.7355515360832214]"
185,"Wang, Yi",Associate Professor,Faculty,"['Curriculum Vitae pdf iMSEL LabDr . Wang s research interests include Computational and data enabled science and engineering CDS E and its applications in multiphysics and multiscale systems engineering , including fluid structural interaction , microfluidics nanofluidics , thermal and energy management , additive manufacturing , among others . The specific focuses are 1 physics based adaptive modeling , from high fidelity multiphysics CFD FEM analysis to reduced order modeling and closed form modeling for real time simulation , trade space exploration , and process control 2 data driven multi fidelity surrogate modeling for multidisciplinary analysis and optimization , large scale system level simulation , and adaptive model integration 3 massive and real time data analytics , discovery , and management , including engineering data mining , parameter estimation , uncertainty quantification , machine learning , and green computing visualization and 4 systems engineering of microfluidics nanofluidics , including model development , system design , control synthesis , hardware development , and experimentation , with the long term goal towards engineering intelligenceL . M . Lee , J . M . Rosanoa , Y . Wang , C . J . Garsona , B . Prabhakarpandiana , K . Pant G . J . Klarmannc , L . M . Alvarez , and E . Lai , Label Free Mesenchymal Stem Cells Enrichment from Bone Marrow by Spiral Inertial Microfluidics , Analytical Methods , 10 , 713 721 , 2018']","['https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm', 'https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm', 'https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm', 'https://www.nsf.gov/pubs/2012/nsf12549/nsf12549.htm', 'https://www.nsf.gov/pubs/2010/nsf10533/nsf10533.htm', 'https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm']",,,,,,,"['nsf20541', 'nsf05611', 'nsf05616', 'nsf19509', 'nsf20500', 'nsf18514', 'nsf03525', 'nsf12549', 'nsf10533', 'nsf16518']","[0.8563819527626038, 0.8470441102981567, 0.827353835105896, 0.827247142791748, 0.8252432346343994, 0.824198305606842, 0.8232393860816956, 0.8169400691986084, 0.8135349750518799, 0.8119003176689148]"
186,"Wei, Xiaojun",Postdoctoral Research Associate,Staff,"['Biomedical Engineering, Functional Nanoparticles, Nanopore, Biosensor']","['https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm', 'https://www.nsf.gov/pubs/2010/nsf10614/nsf10614.htm', 'https://www.nsf.gov/pubs/2006/nsf06595/nsf06595.htm', 'https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm', 'https://www.nsf.gov/pubs/2012/nsf12544/nsf12544.htm', 'https://www.nsf.gov/pubs/2010/nsf10618/nsf10618.htm', 'https://www.nsf.gov/pubs/2003/nsf03519/nsf03519.html', 'https://www.nsf.gov/pubs/2005/nsf05610/nsf05610.htm']",Xiaojun Wei,"University of South Carolina; Institute of Chemistry, Chinese Academy of Sciences;",mX6PgYEAAAAJ,545,https://scholar.google.com/citations?view_op=medium_photo&user=mX6PgYEAAAAJ,@mailbox.sc.edu,"['nsf03560', 'nsf06566', 'nsf07590', 'nsf10614', 'nsf06595', 'nsf20541', 'nsf12544', 'nsf10618', 'nsf03519', 'nsf05610']","[0.8253249526023865, 0.824097216129303, 0.8184667825698853, 0.8085395693778992, 0.8069358468055725, 0.7998110055923462, 0.7967033982276917, 0.7947702407836914, 0.7936532497406006, 0.7912336587905884]"
187,"Wells, James R.",Research Professor,Faculty,"['School of MedicineVA CampusBld . 46311 Garners Ferry RdProfessor Wells clinical research focuses on analysis of HPV infection in freshly resected tissue specimens . The purpose of this study is to determine the presence , expression and type of HPV in HNSCC tumor specimens and to investigate markers of specific pathways of tumor development , with particular attention to biomarkers and pathways that may be different between HPV positive and HPV negative cancers , and between African American and European American patients . Biomarkers Predict p53 Gene Therapy Efficacy in Recurrent Squamous Cell Carcinoma of the Head and Neck Clinical Cancer Research . Dec . 2009 .']","['https://www.nsf.gov/pubs/2020/nsf20505/nsf20505.htm', 'https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2017/nsf17503/nsf17503.htm', 'https://www.nsf.gov/pubs/2017/nsf17532/nsf17532.htm', 'https://www.nsf.gov/pubs/2018/nsf18502/nsf18502.htm', 'https://www.nsf.gov/pubs/2003/nsf03526/nsf03526.htm', 'https://www.nsf.gov/pubs/2015/nsf15563/nsf15563.htm', 'https://www.nsf.gov/pubs/2020/nsf20575/nsf20575.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2012/nsf12499/nsf12499.htm']",,,,,,,"['nsf20505', 'nsf16573', 'nsf17503', 'nsf17532', 'nsf18502', 'nsf03526', 'nsf15563', 'nsf20575', 'nsf05611', 'nsf12499']","[0.6910337805747986, 0.6765953302383423, 0.6660163402557373, 0.6657848954200745, 0.6657570600509644, 0.6631633639335632, 0.6626703143119812, 0.6604133248329163, 0.659758448600769, 0.6570723652839661]"
188,"White, Ralph E.","Professor, Chemical Engineering",Faculty,"['CV of Dr . WhitePh . D . , University of California Berkeley , 1977M . S . , University of California Berkeley , 1973']","['https://www.nsf.gov/pubs/2010/nsf10579/nsf10579.htm', 'https://www.nsf.gov/pubs/2012/nsf12561/nsf12561.htm', 'https://www.nsf.gov/pubs/2013/nsf13570/nsf13570.htm', 'https://www.nsf.gov/pubs/2004/nsf04538/nsf04538.htm', 'https://www.nsf.gov/pubs/2005/nsf05500/nsf05500.htm', 'https://www.nsf.gov/pubs/2018/nsf18564/nsf18564.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm', 'https://www.nsf.gov/pubs/2016/nsf16543/nsf16543.htm', 'https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm', 'https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm']",,,,,,,"['nsf10579', 'nsf12561', 'nsf13570', 'nsf04538', 'nsf05500', 'nsf18564', 'nsf10525', 'nsf16543', 'nsf18570', 'nsf16581']","[0.8325647115707397, 0.8325647115707397, 0.8325647115707397, 0.8301624059677124, 0.8284284472465515, 0.828378438949585, 0.8249944448471069, 0.8245181441307068, 0.8212344646453857, 0.8212344646453857]"
189,"Williams, Christopher","Undergraduate Director, Chemical Engineering",Faculty,"['Swearingen Engineering CenterRoom 2C15301 Main StreetColumbia , SC 29208The Williams group research interests are in the area of heterogeneous catalysis and surface science , with a particular focus on studying solid liquid catalytic interfaces . Catalysis carried out in the liquid phase is very important for applications such as fine chemicals and pharmaceutical production , and in the production of new fuels from biorenewable resources . Our primary research involves the development and application of in situ or operando surface vibrational spectroscopic methods to study adsorption and catalysis at solid catalyst surfaces under industrially relevant reaction conditions i . e . , in the liquid phase and or at high gas pressures and temperatures . Specific techniques under development in our group include surface enhanced Raman spectroscopy SERS , attenuated total reflection infrared ATR IR spectroscopy , and sum frequency spectroscopy SFS . The information obtained with these approaches allows us to develop a molecular level understanding of the catalytic mechanisms that govern the function of heterogeneous catalysts under reaction conditions . Such understanding is critical if we wish to rationally design catalysts for specific applications in the future . Current reaction systems of interest include enantioselective hydrogenation of alpha ketoesters and alkenoic acids selective oxidation of alcohols , including especially glycerol , which is the major byproduct in biodiesel production hydrodeoxygenation of biomass derived organic acids and acid esters to hydrocarbon fuel and electrocatalytic reduction of carbon dioxide to hydrocarbons . Catalysts under investigation involve both polycrystalline transition metals and oxide supported mono and bimetallic nanoparticle catalysts . The latter materials are prepared either through traditional catalyst synthesis methods or more novel protocols under development e . g . , dendrimer metal nano composites , electroless deposition that allow for control of size and composition on the nanoscale . The Williams group is currently funded by the National Science Foundation , and by a variety of industrial sources .']","['https://www.nsf.gov/pubs/2018/nsf18561/nsf18561.htm', 'https://www.nsf.gov/pubs/2019/nsf19577/nsf19577.htm', 'https://www.nsf.gov/pubs/2020/nsf20577/nsf20577.htm', 'https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm', 'https://www.nsf.gov/pubs/2012/nsf12593/nsf12593.htm', 'https://www.nsf.gov/pubs/2020/nsf20588/nsf20588.htm', 'https://www.nsf.gov/pubs/2007/nsf07600/nsf07600.htm', 'https://www.nsf.gov/pubs/2005/nsf05522/nsf05522.htm', 'https://www.nsf.gov/pubs/2004/nsf04503/nsf04503.htm', 'https://www.nsf.gov/pubs/2016/nsf16597/nsf16597.htm']",,,,,,,"['nsf18561', 'nsf19577', 'nsf20577', 'nsf17580', 'nsf12593', 'nsf20588', 'nsf07600', 'nsf05522', 'nsf04503', 'nsf16597']","[0.8207724690437317, 0.8138867020606995, 0.8138867020606995, 0.8045292496681213, 0.8001322746276855, 0.7953015565872192, 0.7946464419364929, 0.7946464419364929, 0.7946464419364929, 0.7939745187759399]"
190,"Won, Sang Hee","Associate Professor, Mechanical Engineering; Interim Director, Aerospace Engineering Program",Faculty,"['combustion, flames, fuels, propulsion, chemical kinetics']","['https://www.nsf.gov/pubs/2004/nsf04520/nsf04520.htm', 'https://www.nsf.gov/pubs/2015/nsf15591/nsf15591.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm', 'https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm', 'https://www.nsf.gov/pubs/2011/nsf11570/nsf11570.htm', 'https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm', 'https://www.nsf.gov/pubs/2005/nsf05500/nsf05500.htm', 'https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2014/nsf14545/nsf14545.htm']",Sang Hee Won,"Department of Mechanical Engineering, University of South Carolina",8GT66OAAAAAJ,5344,https://scholar.google.com/citations?view_op=medium_photo&user=8GT66OAAAAAJ,@mailbox.sc.edu,"['nsf04520', 'nsf15591', 'nsf10525', 'nsf07556', 'nsf11570', 'nsf08513', 'nsf05500', 'nsf02189', 'nsf14545']","[0.805535614490509, 0.8031138181686401, 0.8010653853416443, 0.800963282585144, 0.7970384359359741, 0.7963016033172607, 0.7937673926353455, 0.7910364866256714, 0.7884823083877563]"
191,"Wu, Dezhi",Associate Professor,Faculty,"['Human-Computer Interaction & UX Design, Health IT, AI, Behavioral Information Security, & Big Data Analytics']","['https://www.nsf.gov/pubs/2018/nsf18541/nsf18541.htm', 'https://www.nsf.gov/pubs/2012/nsf12512/nsf12512.htm', 'https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2006/nsf06517/nsf06517.htm', 'https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2013/nsf13580/nsf13580.htm', 'https://www.nsf.gov/pubs/2018/nsf18517/nsf18517.htm', 'https://www.nsf.gov/pubs/2013/nsf13543/nsf13543.htm', 'https://www.nsf.gov/pubs/2003/nsf03612/nsf03612.htm', 'https://www.nsf.gov/pubs/2016/nsf16601/nsf16601.htm']",Dezhi Wu,University of South Carolina,3Xt6B50AAAAJ,1675,https://scholar.google.com/citations?view_op=medium_photo&user=3Xt6B50AAAAJ,@cec.sc.edu,"['nsf18541', 'nsf12512', 'nsf16573', 'nsf06517', 'nsf02189', 'nsf13580', 'nsf18517', 'nsf13543', 'nsf03612', 'nsf16601']","[0.8443863391876221, 0.8180404305458069, 0.8156229257583618, 0.8137550950050354, 0.8076761960983276, 0.8074072599411011, 0.8067606091499329, 0.806649923324585, 0.8063021898269653, 0.8049490451812744]"
192,"Xu, Songhua",Associate Professor,Faculty,"['Songhua Xu s research interests are in areas of health information technology , including medical , health and cancer informatics artificial intelligence , including personalization , information retrieval , knowledge management , recommender systems and text and image mining patent informatics and intelligent software for practitioners in intellectual property law computer graphics and interactive techniques for multimedia visualization and visual analytics intelligent user interfaces .']","['https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2004/nsf04500/nsf04500.htm', 'https://www.nsf.gov/pubs/2012/nsf12512/nsf12512.htm', 'https://www.nsf.gov/pubs/2005/nsf05577/nsf05577.htm', 'https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm', 'https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm', 'https://www.nsf.gov/pubs/2014/nsf14596/nsf14596.htm', 'https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm', 'https://www.nsf.gov/pubs/2015/nsf15574/nsf15574.htm', 'https://www.nsf.gov/pubs/2013/nsf13580/nsf13580.htm']",,,,,,,"['nsf16573', 'nsf04500', 'nsf12512', 'nsf05577', 'nsf18570', 'nsf17572', 'nsf14596', 'nsf16581', 'nsf15574', 'nsf13580']","[0.8577965497970581, 0.811355710029602, 0.8092948198318481, 0.8025738596916199, 0.7998632192611694, 0.7998632192611694, 0.7998632192611694, 0.7998632192611694, 0.7998632192611694, 0.7988168597221375]"
193,"Xue, Xingjian (Chris) ","Associate Professor, Mechanical Engineering",Faculty,"['Dr . Xue s research interests include Solid Oxide Fuel Cells , Solid Oxide Electrolysis Cells , Gas Separation Membranes , Materials for Electrochemical Energy Conversion and Storage , Reliability and Durability of Functional and Structural Materials , Transport Phenomena and Electrochemical Kinetics .']","['https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm', 'https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm', 'https://www.nsf.gov/pubs/2012/nsf12593/nsf12593.htm', 'https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm', 'https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm', 'https://www.nsf.gov/pubs/2019/nsf19516/nsf19516.htm', 'https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm', 'https://www.nsf.gov/pubs/2018/nsf18525/nsf18525.htm', 'https://www.nsf.gov/pubs/2008/nsf08598/nsf08598.htm', 'https://www.nsf.gov/pubs/2020/nsf20501/nsf20501.htm']",,,,,,,"['nsf08599', 'nsf16518', 'nsf12593', 'nsf17580', 'nsf17517', 'nsf19516', 'nsf20511', 'nsf18525', 'nsf08598', 'nsf20501']","[0.8071284294128418, 0.8031072616577148, 0.8025734424591064, 0.7990099787712097, 0.7967696785926819, 0.7926101088523865, 0.7892438173294067, 0.7888079881668091, 0.7886396646499634, 0.7878310084342957]"
194,"Yoon, Yeomin","Professor, Civil and Environmental Engineering",Faculty,"['Water treatment, membrane filtration, adsorption, sonodegradation, nanotechnology']","['https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm', 'https://www.nsf.gov/pubs/2013/nsf13531/nsf13531.htm', 'https://www.nsf.gov/pubs/2015/nsf15558/nsf15558.htm', 'https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm', 'https://www.nsf.gov/pubs/2020/nsf20560/nsf20560.htm', 'https://www.nsf.gov/pubs/2018/nsf18521/nsf18521.htm', 'https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm', 'https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm', 'https://www.nsf.gov/pubs/2006/nsf06563/nsf06563.htm', 'https://www.nsf.gov/pubs/2015/nsf15559/nsf15559.htm']","Yeomin Yoon, Co-Editor in Chief in Chemosphere","Professor, Civil and Environmental Engineering, University of South Carolina",tmOgEWkAAAAJ,15740,https://scholar.google.com/citations?view_op=medium_photo&user=tmOgEWkAAAAJ,@cec.sc.edu,"['nsf06545', 'nsf13531', 'nsf15558', 'nsf09538', 'nsf20560', 'nsf18521', 'nsf16518', 'nsf07590', 'nsf06563', 'nsf15559']","[0.8225986361503601, 0.8146910667419434, 0.8087787628173828, 0.8030205965042114, 0.7947859764099121, 0.790214478969574, 0.7821025252342224, 0.7814459800720215, 0.7744147777557373, 0.7695603966712952]"
195,"Yu, Lingyu ","Associate Professor, Mechanical Engineering",Faculty,"['Structural Health Monitoring, Ultrasonics, Vibration']","['https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm', 'https://www.nsf.gov/pubs/2015/nsf15591/nsf15591.htm', 'https://www.nsf.gov/pubs/2003/nsf03512/nsf03512.htm', 'https://www.nsf.gov/pubs/2012/nsf12598/nsf12598.htm', 'https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2009/nsf09539/nsf09539.htm', 'https://www.nsf.gov/pubs/2006/nsf06546/nsf06546.htm', 'https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm', 'https://www.nsf.gov/pubs/2007/nsf07534/nsf07534.htm']",Lingyu Yu,University of South Carolina,dHzoEVgAAAAJ,2587,https://scholar.google.com/citations?view_op=medium_photo&user=dHzoEVgAAAAJ,@cec.sc.edu,"['nsf04522', 'nsf15591', 'nsf03512', 'nsf12598', 'nsf02189', 'nsf09539', 'nsf06546', 'nsf09610', 'nsf07534']","[0.800180196762085, 0.7865078449249268, 0.7782343626022339, 0.7738491296768188, 0.77252197265625, 0.7717243432998657, 0.7668706178665161, 0.7668706178665161, 0.7646178007125854]"
